name,composite_score,technical_quality,color_characteristics,biological_relevance,laplacian_variance,entropy,local_contrast,edge_density,golden_ratio,pink_ratio,balance_score,adipocyte_coverage,background_quality,meets_threshold
B. Shoulder 1.3_grid_5x5_r2_c0.jpg,0.6645500995781034,0.9210256713102505,0.5041441317781813,0.478757539726559,9.632074654896291,6.710606308381324,1.293235455982184,0.007655516313512298,2.916279931165885e-06,0.8884279940534012,5.83255986233177e-06,0.24228169921970708,0.3235374461310043,True
B-1_grid_5x5_r1_c0.jpg,0.6619863472479997,0.9256564296682719,0.5023995558351093,0.46353572335361054,8.813764268780858,6.464047375776928,1.0813970576401521,0.004186336730840739,1.092197503177957e-06,0.9401481172947155,2.184395006355914e-06,0.22775839996713948,0.27470311163404415,True
Test Beef Shoulder 6.jpg,0.6614732293086033,0.9249193981452918,0.4602054007850459,0.5217343191028819,6.203629376934913,6.43194211273746,0.9955719624997561,0.0038482058955785323,2.702344337759893e-07,0.9758226431593936,5.404688675519786e-07,0.21887185321009683,0.5548176385533102,True
Beef Shoulder 4_grid_5x5_r3_c1.jpg,0.6613558234322884,0.9166776020887559,0.520807280412275,0.4496089378099591,10.130191830683314,7.003397585750706,1.523226156962866,0.011487451844223902,8.219630694019676e-07,0.9331316716377792,1.6439261388039353e-06,0.25643895467195704,0.1815349129066126,True
B. Shoulder 1.2_grid_5x5_r2_c5.jpg,0.661196369224752,0.9169680248040347,0.4897042545579382,0.49205068083143927,8.287291572072931,6.839522908330951,1.7437550854474213,0.009878521064593956,1.8691215002839264e-06,0.976106625769988,3.7382430005678528e-06,0.25942588964778723,0.3525779668566663,True
B. Shoulder 1.3_grid_5x5_r1_c2.jpg,0.660628256764956,0.9198051876080302,0.5122078592997665,0.45373372386730243,7.585966075536911,6.647355439435526,1.293496949048551,0.0073676603427005,1.1935354158439528e-06,0.9298798956570804,2.3870708316879057e-06,0.2559367915353928,0.23420081397264025,True
12.12 Beef Shoulder 2_grid_5x5_r0_c3.jpg,0.6605569202645941,0.9017551947261452,0.5260795783311272,0.4629079598329661,10.503075015255405,7.070163056110876,2.073521029633554,0.015843979969503142,4.098555578935838e-06,0.9408447929247581,8.197111157871676e-06,0.2647264705076948,0.255373741031403,True
B. Shoulder 1.3_grid_5x5_r2_c1.jpg,0.6604807722761445,0.89356840683085,0.5068254442671675,0.5026580162011836,10.245739536588388,6.330416651145189,0.9795621150415744,0.009933660148852332,4.841700271819809e-07,0.7173384416949392,9.683400543639617e-07,0.12653110326270245,0.5288661186532357,True
B. Shoulder 1.3_grid_5x5_r1_c4.jpg,0.659988841199011,0.9201474205347135,0.5247547018758218,0.4330629093143517,10.074974029904356,6.994253074279032,1.6539466629842337,0.010534267437687542,1.1259768073999556e-06,0.9403949088913615,2.251953614799911e-06,0.26401979620360255,0.13532676308231628,True
12.12 Beef Shoulder 3_grid_5x5_r4_c0.jpg,0.6596083178628251,0.8885750346731027,0.5104105573285621,0.5021384357143492,12.47402936620049,7.042832919988697,1.6279774034318975,0.018882799956618367,1.5088089219159405e-06,0.9786092218221151,3.017617843831881e-06,0.2517175087231675,0.4088934307015799,True
12.12 Beef Shoulder 3_grid_5x5_r6_c0.jpg,0.659175065126019,0.8775048912099369,0.5256773467197968,0.49674414916046095,17.276578882857166,7.088622913262097,1.426658472398066,0.02207961700934795,7.262550407729714e-06,0.9477570181684014,1.4525100815459427e-05,0.26742092174803483,0.35667157866702026,True
12.12 Beef Shoulder 2_grid_5x5_r4_c6.jpg,0.6586020033897331,0.9279266308324369,0.4933700832052106,0.45900728773973837,10.01777514582034,6.783656430520031,1.6931642707735626,0.006615121328016039,2.894275191771269e-06,0.9560057401989627,5.788550383542538e-06,0.25353305875174337,0.23481089234175967,True
12.12 Beef Shoulder 3_grid_5x5_r5_c0.jpg,0.6583584699290499,0.8854536920353158,0.5046855125478387,0.5101482548927205,14.978517046138869,7.0108299618325205,1.2944881837579019,0.019363107883350966,1.8466019641359271e-06,0.9532261239770726,3.6932039282718543e-06,0.26904819468985736,0.38486525029566143,True
Beef Shoulder 5.jpg,0.6583293601774994,0.8820877446379046,0.48924793233108677,0.5370299440258289,12.807729083406564,6.720747567489009,1.6964618381297016,0.0174850722857333,1.9805033964312913e-07,0.9689449805593786,3.9610067928625826e-07,0.2471787729117836,0.5194865492045595,True
12.12 Beef Shoulder 2_grid_5x5_r4_c5.jpg,0.6582098058309824,0.9213648647193534,0.4840629284333494,0.48096733996627505,9.477321197839847,6.884925635229729,1.5500557741773104,0.009204961650440366,3.3160016977928692e-06,0.9458773601642084,6.6320033955857384e-06,0.278850199208802,0.2763625157574231,True
12.12 Beef Shoulder 3_grid_5x5_r3_c0.jpg,0.6580624006933015,0.8959161224215458,0.47871380630171495,0.5285844780763314,10.498451331448816,6.663720144286845,1.0498290139592015,0.0134933457473027,1.0246388947339595e-06,0.8901650722534813,2.049277789467919e-06,0.2148552687427397,0.5259300738209951,True
Beef Shoulder 4_grid_5x5_r2_c0.jpg,0.6579656610397475,0.9136141317389529,0.49269431376837947,0.4803079941009343,9.33453500097552,6.86330558038741,1.365818985292377,0.010939956881393747,5.8438196304057696e-06,0.8645038243577068,1.1687639260811539e-05,0.27343554080035515,0.3116443749982065,True
12.12 Beef Shoulder 2_grid_5x5_r1_c6.jpg,0.657952444594276,0.8823698018917053,0.46862439922024673,0.5639439364420302,16.211081369105464,6.046842636061634,0.9916235542734367,0.01067787695382335,9.989628545652158e-07,0.661052328930201,1.9979257091304316e-06,0.1289767786274635,0.7119591573930714,True
"4th Meat, 400 g, 3 wts_grid_5x5_r1_c0.jpg",0.657930014864269,0.9226963427391264,0.4885707023789701,0.47140692774391574,8.322130916959798,6.605226678458048,2.094631490148882,0.0062499144257626375,1.1710158796959538e-06,0.9879626773818824,2.3420317593919076e-06,0.23710386109157416,0.2987630218353857,True
6 BEEF Shoulder -1_grid_5x5_r1_c2.jpg,0.6576953859689181,0.9383776165562258,0.47317875602637655,0.4669270989487838,7.389253750874171,6.7543750009024075,1.6747713368738402,0.003727861494403625,7.521525073431704e-06,0.9188864773968713,1.5043050146863407e-05,0.2492851060652137,0.26934709701713433,True
12.12 Beef Shoulder 3_grid_5x5_r5_c3.jpg,0.6572829806579668,0.8883646057813629,0.5421497418409528,0.4487389148043525,11.733079788828707,7.217400591856256,1.4408511649421987,0.020571979103311704,8.613722576609661e-06,0.8940181536286359,1.7227445153219322e-05,0.2736781099839733,0.18579845275747575,True
B. Shoulder 1.2_grid_5x5_r5_c3.jpg,0.6572191567258118,0.9178273106650513,0.4906971801567073,0.47337687761977476,7.150642744039018,6.3894242152234,1.10386856165597,0.005444024351456563,3.919706492377851e-07,0.8739698871348514,7.839412984755702e-07,0.2168590495943664,0.3216896432771592,True
B-1_grid_5x5_r2_c0.jpg,0.6566703886652432,0.9249513592697731,0.49329661860469265,0.4561441137827659,9.041079562726008,6.5385712604486494,1.1706333871074128,0.005061265749262801,2.950059235387884e-06,0.9860755177331438,5.900118470775768e-06,0.23818258065236755,0.2524797813942762,True
Test 6 BEEF Shoulder -5.jpg,0.6564003650522761,0.9476404096217483,0.4682619683870028,0.45381004907250333,8.63010587565761,6.692379265471977,2.075985714546681,0.0008309532083626888,7.261845786914734e-07,0.9757113043965063,1.4523691573829469e-06,0.2598159029669525,0.20778960167344607,True
6 BEEF Shoulder -1_grid_5x5_r2_c0.jpg,0.656399435203912,0.8983470807792172,0.4898122475995161,0.5025052649295783,7.677864352057792,6.3008395129554104,0.8901759649276297,0.0039923984855341705,2.3645512955399068e-07,0.8672873741428164,4.7291025910798135e-07,0.1987290063876214,0.5017200965229385,True
2nd Meat_grid_5x5_r1_c0.jpg,0.6562058155974921,0.8902179081276441,0.5146266235037201,0.47999733648052945,10.910882323314505,6.831895880660662,2.2296006419205447,0.016494546849282688,3.3328913499038686e-06,0.9931907002963211,6.665782699807737e-06,0.23239133287909927,0.3456511090847004,True
B. Shoulder 1.2_grid_5x5_r2_c0.jpg,0.6561262588399662,0.9364844565568275,0.48483105146481853,0.4473664328181947,7.941467624570193,6.7222162319875824,1.3233612941642636,0.00389966303567671,3.6143855517538575e-06,0.9756716384097532,7.228771103507715e-06,0.2513140149342358,0.21850041704632805,True
Beef Shoulder 4_grid_5x5_r1_c0.jpg,0.6560976218304566,0.9322147654179938,0.4755562179700941,0.4670681574949045,4.982000593511809,6.5779690387591305,1.2553895807307254,0.0036147683838683737,5.596104732777779e-06,0.7786115661058282,1.1192209465555558e-05,0.2709534713054269,0.29157442947833057,True
B-1_grid_5x5_r2_c1.jpg,0.6560435430381529,0.9254891037586052,0.4999401352721358,0.4434754167578534,8.218285218457337,6.825826272843217,1.4119340537821286,0.007619845368253868,6.102794296107759e-06,0.9711599506804143,1.2205588592215519e-05,0.2470576537057428,0.19739934627525613,True
6 BEEF Shoulder -1_grid_5x5_r1_c3.jpg,0.6558175573792258,0.922101253746428,0.4803775264466735,0.475379686497275,9.615508386654454,6.597378196647234,1.2329213258074458,0.006325107156960806,7.544044609579702e-07,0.8772615131578947,1.5088089219159405e-06,0.22251072875741162,0.2982853211072335,True
Beef Shoulder 4_grid_5x5_r4_c1.jpg,0.6555677172951546,0.9048960853752401,0.5234074263533012,0.4416667356856126,11.87015078387815,7.080231413642775,1.4230037883091182,0.015153148159090975,2.6235259612418965e-06,0.9153043060415772,5.247051922483793e-06,0.26834815238916065,0.1444390628356419,True
Beef Shoulder 4_grid_5x5_r4_c2.jpg,0.6555358227481782,0.9001696107543603,0.5369432734062747,0.4301513310169521,12.343221465263515,7.07746703389828,1.492683640073312,0.016308850754206287,2.4208501359099044e-06,0.9270084521223853,4.841700271819809e-06,0.25171121451281414,0.14908451458940786,True
"4th Meat, 400 g, 3 wts_grid_5x5_r3_c1.jpg",0.6554297844448774,0.9358732444670963,0.46853661961058946,0.4683706791773303,5.348981374681822,6.478981591342224,2.15054258303538,0.0017721413020593017,2.239832281358772e-07,0.998905561951521,4.479664562717544e-07,0.24853561165339938,0.27731183212506694,True
12.12 Beef Shoulder 2_grid_5x5_r3_c5.jpg,0.6553829688121391,0.907723809753973,0.4946993906762556,0.476594632695442,10.442494627284887,7.021434173094783,1.7440639316965751,0.013894992934270338,1.8128226599139286e-06,0.9612707103166138,3.625645319827857e-06,0.26371288870520954,0.27057557210987837,True
B. Shoulder 1.3_grid_5x5_r0_c4.jpg,0.6553191302627139,0.908977895924984,0.5143715280091606,0.44679174835805674,10.238201100046117,6.932257296402075,1.580298298818781,0.012745438172523427,5.2695714586317925e-06,0.9204601876219658,1.0539142917263585e-05,0.272196628519173,0.19557096869761803,True
B-1_grid_5x5_r3_c0.jpg,0.6552165664970696,0.9303470142136463,0.49832850610299634,0.4346511347022494,7.295013438487835,6.790704100204362,1.5799851095696558,0.0060760973860043066,2.27447315094791e-06,0.9722293584130105,4.54894630189582e-06,0.26810656280536493,0.1480702492481032,True
12.12 Beef Shoulder 2_grid_5x5_r4_c1.jpg,0.6550205789361015,0.9177840843079154,0.5051901207900588,0.44436161174565936,11.256776055847638,6.953994741844352,1.4478401213067749,0.010747679627811969,2.74606390598472e-06,0.9059246691459306,5.49212781196944e-06,0.2747270619727557,0.14122786182430713,True
B. Shoulder 1.2_grid_5x5_r4_c5.jpg,0.6547708399743414,0.9336304277827663,0.47884993346271987,0.4548847685971316,7.21232599543107,6.740585158144562,1.5265310143918909,0.004785378911913663,1.8466019641359271e-06,0.9489685016545554,3.6932039282718543e-06,0.26719841747112455,0.21606906507025925,True
B. Shoulder 1.2_grid_5x5_r5_c2.jpg,0.6547705143415591,0.9245856842333553,0.4783599566176905,0.4700410233281009,8.883206139817434,6.736595649301535,1.2298558900672716,0.007009163153863038,9.93925574852955e-07,0.9229998157737949,1.98785114970591e-06,0.2562541016928652,0.2637322897723662,True
B. Shoulder 1.3_grid_5x5_r0_c0.jpg,0.6544437713744023,0.9266683041929378,0.5233154958282442,0.4024641046293672,8.535609598605834,6.886812445017217,1.5448144523031513,0.00789679062380196,4.436348621155825e-06,0.9279153363626013,8.87269724231165e-06,0.2682160865694207,0.06361577002608021,True
"4th Meat, 400 g, 3 wts_grid_5x5_r0_c1.jpg",0.6544399871609679,0.8984136179906687,0.48056629614497814,0.5075053452558318,12.352338622483286,6.563307939804993,1.6419658750544124,0.011927607438004618,2.0605375575419187e-06,0.994545362993304,4.1210751150838375e-06,0.2265290697485883,0.4260061396634378,True
B. Shoulder 1.3_grid_5x5_r0_c5.jpg,0.6544050675074633,0.924861469669696,0.49134791301417197,0.449954840338499,6.059648886426401,6.5044871152629815,1.2463940831133091,0.00476419928816647,1.3173928646579481e-06,0.9351777854324184,2.6347857293158962e-06,0.2406293507743838,0.2568883943157939,True
12.12 Beef Shoulder 3_grid_5x5_r1_c3.jpg,0.6542329145627286,0.917511062446674,0.46258615076768006,0.5012933472614842,7.112873477490881,6.329389999072805,1.1711037225713994,0.004960265629639024,1.700224979173933e-06,0.8180744296792354,3.400449958347866e-06,0.18164192550321254,0.46079229484339423,True
12.12 Beef Shoulder 3_grid_5x5_r4_c4.jpg,0.6542030270074508,0.8998180597467457,0.5564213490310288,0.3981133237915699,6.265619601486769,6.58563266243434,0.8959803107000379,0.006584806808637425,1.1839279889245342e-06,0.8943312966026163,2.3678559778490685e-06,0.2832191531776467,0.14737548321597815,True
12.12 Beef Shoulder 3_grid_5x5_r1_c4.jpg,0.6541814228225181,0.8866895553792733,0.48860025074695035,0.5139820516375049,10.296013260563623,6.276127330612899,1.047163654470006,0.0121663048796776,3.912982336276003e-06,0.8210856250433438,7.825964672552006e-06,0.16467148045098104,0.5210079491075887,True
2nd Meat_grid_5x5_r0_c0.jpg,0.6538796433575993,0.9006276704666544,0.5302980059351815,0.43209709237449634,8.67494756345908,6.993424454248447,1.7313131690149288,0.015406436641915594,8.444826055499667e-06,0.9715310726361333,1.6889652110999335e-05,0.2694950723651782,0.1771368998781605,True
B. Shoulder 1.2_grid_5x5_r5_c5.jpg,0.6537608456113635,0.9214746085913491,0.4647045409674657,0.4900976513448433,8.185200570224909,6.274768988232574,1.1021076305850444,0.003457307116843091,4.75964359788739e-07,0.8829519225600387,9.51928719577478e-07,0.24060831324950388,0.32399959914605103,True
B-1_grid_5x5_r1_c1.jpg,0.6537473829533924,0.9183543510013459,0.4930076120709481,0.45541191331208875,6.9200131704638785,6.675885176835683,1.385579050502965,0.007997835782498033,9.15419144416164e-06,0.9566588556904886,1.830838288832328e-05,0.24996501590059408,0.23034075693125156,True
B-3.jpg,0.6533928849562991,0.9195411155132456,0.4796172387652313,0.4708416207326794,11.014702713649882,6.638624590528426,1.4643912100808112,0.007351826657892597,2.5086376354796356e-06,0.9762095330342685,5.017275270959271e-06,0.20551353660868105,0.328394080251464,True
B-1_grid_5x5_r5_c1.jpg,0.6533759112284545,0.8887655740782698,0.5007430239711692,0.4904384928289494,13.11186190896842,6.653701366693844,1.2515354857458043,0.015187056793187326,1.4558909828832017e-06,0.8697951197414338,2.9117819657664034e-06,0.27499785816038097,0.2735033939220597,True
6 BEEF Shoulder -1_grid_5x5_r3_c4.jpg,0.6533320578913729,0.8319376883789279,0.5277163765554257,0.543425002981611,11.970190551822132,6.087893778045398,0.7299778340399025,0.01058847377643876,1.2396268029132223e-07,0.9821562384714707,2.4792536058264445e-07,0.12521953790679594,0.656616258081703,True
B-1_grid_5x5_r4_c5.jpg,0.6532500174101802,0.9269929835028661,0.4870641869488251,0.4479214343077794,7.100288162496312,6.610949732440358,1.3213219395789764,0.0052294078659118354,5.438467979741785e-06,0.9538888288868359,1.087693595948357e-05,0.27169190941525595,0.18782327113019448,True
"4th Meat, 400 g, 3 wts_grid_5x5_r2_c1.jpg",0.65320811217353,0.9305227004606611,0.45286935778413323,0.4899790270592757,4.999722446043962,6.242479806950325,2.2909368659719798,0.0008925730749940188,1.3286526327319476e-06,0.9986235496517939,2.6573052654638953e-06,0.23417565706601792,0.38776173841651573,True
6 BEEF Shoulder -1_grid_5x5_r6_c0.jpg,0.6531567550857821,0.880122179266478,0.4716864647035381,0.5440704829318102,16.951076914010283,6.215013703810727,0.9414036295088255,0.010305390132047353,2.589746657019898e-07,0.9411143517724496,5.179493314039796e-07,0.17764659947797914,0.5826777492889947,True
B. Shoulder 1.3_grid_5x5_r1_c3.jpg,0.6527013551917308,0.9145138932308459,0.5267908161955798,0.41007604892375793,8.491146352843725,6.938297862513427,1.4482547416881133,0.011418069153351916,1.745264051469931e-06,0.9062622956667368,3.490528102939862e-06,0.25940883109915513,0.06445913498108058,True
B-1_grid_5x5_r0_c4.jpg,0.6526500400050129,0.8974833017624513,0.5274498719618688,0.4361970564535133,11.782869357015555,6.860364331224795,1.2760083752674378,0.01494509016461961,1.77904335569193e-05,0.9353188140275451,3.55808671138386e-05,0.24991730826326455,0.18447590377608902,True
2nd Meat_grid_5x5_r2_c1.jpg,0.6524183881736124,0.8855618367818346,0.5292090613157914,0.4518819280014062,11.778188249931846,6.844527792483511,2.288247114220488,0.017776988859074232,5.5575838481214525e-06,0.9950401713919662,1.1115167696242905e-05,0.23253798755549185,0.24471369468436166,True
B.Shoulder 1.jpg,0.6521016430118687,0.9148352169242788,0.47363642544490075,0.48157922934576725,21.349543650983577,6.045678825612699,1.0785095089770764,0.002969434759049316,2.9047383147658937e-06,0.7105456656551136,5.8094766295317875e-06,0.17740035691311876,0.37272563818576654,True
Test 6 BEEF Shoulder -8.jpg,0.6520067920206047,0.864398550802207,0.5767124665586186,0.4175920336168215,20.025776767172363,7.246343303519732,1.6437969875803962,0.02683483076994578,7.0637954472716055e-06,0.9130709527224792,1.4127590894543211e-05,0.2675971027611914,0.07371124329673973,True
meattest-5.jpg,0.6515547465214552,0.8372092923348446,0.6374584259981361,0.3742423219526789,18.05475260255586,7.090400829896647,2.3670728827575958,0.032170184696569924,6.805160086604799e-06,0.9927082448604507,1.3610320173209598e-05,0.22883219275833502,0.011471504815385059,True
12.12 Beef Shoulder 2_grid_5x5_r3_c3.jpg,0.6515155191616652,0.8904534946091516,0.5349670340400239,0.4323826376159848,12.74913667129639,7.138426658388239,1.862578368199523,0.01930937627010184,2.1393559340599155e-06,0.9650895957761277,4.278711868119831e-06,0.2552221903545764,0.1284134756047931,True
Beef Shoulder 4_grid_5x5_r4_c0.jpg,0.6514767941313512,0.9064408533821366,0.5010501719263345,0.45413157041711794,12.549726050255286,6.802793607857641,1.0014687789068537,0.012165976728131188,1.4412503134719432e-06,0.8593655417948178,2.8825006269438864e-06,0.2431193584058042,0.23742094287215376,True
B. Shoulder 1.2_grid_5x5_r1_c2.jpg,0.6514599160179458,0.9199861574992081,0.4904314536490185,0.4472577769644242,9.722266975325043,6.847529571730185,1.6092831745050429,0.009199050360168453,3.254072973385872e-06,0.9758272821838401,6.508145946771744e-06,0.2473008196570689,0.19734335883528464,True
Beef Shoulder 4_grid_5x5_r0_c2.jpg,0.6509557722455415,0.9072564261051593,0.4844189236191512,0.47402631414709917,8.737708969223647,6.726196096581294,1.347590620359376,0.01124398187915981,1.1710158796959538e-05,0.808519041438829,2.3420317593919075e-05,0.24777935980021387,0.3268324667387159,True
B. Shoulder 1.2_grid_5x5_r1_c3.jpg,0.6508423589463667,0.9076704969240547,0.49822032126735033,0.4535881909326885,9.730959953911725,6.895499279923668,1.6111157267773784,0.01272768151827073,2.7023443377598933e-06,0.9684667717938666,5.404688675519787e-06,0.24821541683841566,0.21370789195817308,True
B-1_grid_5x5_r1_c2.jpg,0.6502800299550057,0.9172314617207249,0.519667493486559,0.40601529018567994,9.015831221374242,6.97583405110409,1.4657735870870492,0.011090578798919639,5.404688675519787e-06,0.9653001309195753,1.0809377351039573e-05,0.2544942688681285,0.06521551491549316,True
B. Shoulder 1.2_grid_5x5_r0_c6.jpg,0.6501461988559317,0.9146573281178755,0.4733807908669118,0.4743999632214499,12.267923414031905,6.509958268722169,1.1003817557117215,0.007366526739801465,3.05358429724811e-06,0.9819086036046254,6.10716859449622e-06,0.22436248793834201,0.3118087318176186,True
12.12 Beef Shoulder 2_grid_5x5_r0_c4.jpg,0.6501332109212142,0.8815890817140883,0.5217008245963727,0.45960915850739376,14.47558421192163,7.077297151596143,1.6433000947201002,0.02095239036769178,3.918399289751846e-06,0.8856982884792215,7.836798579503692e-06,0.2703843688476627,0.2209531025278053,True
12.12 Beef Shoulder 3_grid_5x5_r7_c3.jpg,0.6501269235201904,0.8858656682965375,0.5586408790661486,0.4010253941136937,18.081784576879375,7.224449567666162,1.3035000954955382,0.021262797622735908,8.851891914858963e-07,0.8755242532986576,1.7703783829717926e-06,0.26139138905658305,0.0,True
12.12 Beef Shoulder 3_grid_5x5_r6_c3.jpg,0.6500883286844514,0.8909320505245846,0.5304660376262454,0.4322095812217265,13.709785434019054,7.11089559486949,1.1542737902039608,0.0189316335707553,5.900118470775768e-06,0.8725548175052822,1.1800236941551536e-05,0.2641105386745109,0.15090680097850917,True
12.12 Beef Shoulder 2_grid_5x5_r2_c6.jpg,0.6500719601899936,0.8746848761935154,0.46015480454107094,0.5565753124928501,12.946483485554722,5.885007767260659,0.9702423282534983,0.010012845182364739,2.330913327318837e-06,0.7235755085682894,4.661826654637674e-06,0.13789035768493985,0.7319621591861771,True
B. Shoulder 2.jpg,0.64973167346281,0.9202884214584349,0.47874945246904993,0.456215986061074,8.103155925473724,6.73044738029939,1.4691532541919856,0.00802583882569807,5.641143805073778e-06,0.9209459452764462,1.1282287610147556e-05,0.26789750269153495,0.24380178882610903,True
12.12 Beef Shoulder 3_grid_5x5_r7_c2.jpg,0.6496125917760653,0.8976516276627956,0.47342728686044616,0.49940956123916364,11.474583610915873,6.583091566304876,1.3151585296570563,0.01230357651840928,1.991675680843267e-06,0.8727785070753172,3.983351361686534e-06,0.25937171926755903,0.375549400321773,True
Beef Shoulder 4_grid_5x5_r4_c4.jpg,0.6493941935403575,0.8593671857940458,0.5879146476284394,0.39950877021114173,21.20734204776418,7.435656832337546,1.5703730376106262,0.029867486354653014,3.0051265386247878e-06,0.9662474549686969,6.0102530772495755e-06,0.2793294132666596,0.0,True
3rd Meat_grid_5x5_r0_c1.jpg,0.6493857844525213,0.8996781348538374,0.503978022613344,0.45248889038526374,10.782777734070349,6.878788021605546,1.7590550829234037,0.014569103989092618,7.240030871581714e-06,0.9632101152892157,1.4480061743163429e-05,0.253525399604665,0.21783000022042953,True
"5th meat, 400g, placeholder and black plate_grid_5x5_r1_c2.jpg",0.6489626640221942,0.8810007262842302,0.5025644752338627,0.4826592287066001,11.478853290604075,6.7906156731114455,1.9850248243829027,0.01841184036436227,3.0569390651528014e-06,0.9468139752062553,6.113878130305603e-06,0.2375865994568389,0.34195324283394,True
